brand,nama_produk,username,star,date,comment,sentiment,confidence_sentiment_score,aspect_sentiments,Keywords Tags
adidas,adidas Men's Samba Classic Soccer Shoe,Reiker salas campos,5,30-Jan-24,perfect condition they arrived,positif,0.757639825,{'quality': 'positive'},"['condition', 'arrived', 'perfect']"
adidas,adidas Men's Samba Classic Soccer Shoe,Johan,5,25-Dec-20,i absolutely love these shoes i play indoor soccer times a week on concrete these shoes add power to my shots without a doubt i also really love these shoes because compared to others these last me months of continuous use other shoes last me months the leather also helps mold to your foot which is absolutely perfect for me since i have a wider foot ive convinced friends to move to these shoes and they love them too definitely recommend i do suggest you get a half shoe size smaller as they do run a bit larg,positif,0.988326132,"{'comfort': 'positive', 'quality': 'positive'}","['shoes', 'absolutely', 'love', 'shots', 'months', 'larg', 'power', 'continuous', 'foot', 'mold']"
adidas,adidas Men's Samba Classic Soccer Shoe,Ervin,5,29-Nov-23,i got what i expected,neutral,0.45100072,"{'comfort': 'positive', 'quality': 'positive'}","['expected', 'got']"
adidas,adidas Men's Samba Classic Soccer Shoe,Ethan Goodnow,5,24-Jul-22,ive had many pairs of sambas over the years always last a long time and break in well this pair is maybe a little looser than other s which i dont mind at all its normally a tight squeeze,neutral,0.597241104,"{'comfort': 'positive', 'quality': 'positive'}","['looser', 'squeeze', 'sambas', 'mind', 'normally', 'maybe', 'break', 'pairs', 'years', 'long']"
adidas,adidas Men's Samba Classic Soccer Shoe,Joeybreezes,5,16-Nov-20,a great shoe with widespread appeal a stylish firm leather upper meets a flexible thin but rigid rubber sole with great traction excellent for fashion and footheavy tasks such as the intended purpose and pedal work with musical applications drumming guitar effects this version has the long tongue which has a definite soccer purpose but must be carefully handled with daytoday wear before it breaks in especially with ankle socks,positif,0.882830143,"{'design': 'positive', 'quality': 'positive'}","['purpose', 'applications', 'definite', 'drumming', 'effects', 'footheavy', 'guitar', 'musical', 'pedal', 'tasks']"
adidas,adidas Men's Samba Classic Soccer Shoe,Daniel Roach,5,15-Jun-19,i love these shoes i bought them after swing freddy mercury wear them in the film they are very comfortable and look old school if youre a shoe guy i ordered a and some brands i wear im years old adidas fit well and they wrap your feet the way shoes are supposed to fit go up a size i really like these you an always send them back great delivery from seller,positif,0.985610962,"{'comfort': 'positive', 'quality': 'positive'}","['old', 'film', 'freddy', 'mercury', 'swing', 'wrap', 'guy', 'supposed', 'brands', 'wear']"
adidas,adidas Men's Samba Classic Soccer Shoe,Cody Jennewein,5,23-Nov-12,the title really says it all ive had a lot of different tennis shoes but these are bar none the best ive ever had the arch support is amazing i could walk miles in these shoes and my feet wouldnt even feel it seriously this is a no brainer if youre on the fence they look great and are even more comfortable i get compliments all the time on them and my feet feel great even after a long day of walking thumbs up get some suede protectant for the front of the toe though youll be thankful,positif,0.980089426,"{'comfort': 'positive', 'quality': 'positive'}","['protectant', 'thankful', 'feel', 'brainer', 'fence', 'thumbs', 'ive', 'bar', 'title', 'seriously']"
adidas,adidas Men's Samba Classic Soccer Shoe,Amazon Customer,5,14-Oct-19,overall a great shoe if you like the classic look the white is a little bit harder to keep clean however because its leather it is actually fairly easy to clean i usually leave mine in a bucket of soapy water overnight and it does a great job of getting stuff out would definitely buy again,positif,0.96839273,"{'design': 'positive', 'quality': 'positive'}","['clean', 'bucket', 'soapy', 'overnight', 'stuff', 'harder', 'leave', 'fairly', 'job', 'water']"
adidas,adidas Men's Samba Classic Soccer Shoe,SERGIO CAMARGO GONZALEZ,5,19-Aug-18,i been in love with the adidas samba shoes for years once my current pair starts to wear out i run to get a new pair i use them for everything my go to shoe that works for casual office weekend activities and sometimes even for tennis or golf if im just in a hurry and not with enough time to change for special shoes,positif,0.92730695,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['hurry', 'golf', 'weekend', 'current', 'special', 'starts', 'samba', 'office', 'works', 'activities']"
adidas,adidas Men's Samba Classic Soccer Shoe,mgaesc,5,27-Dec-15,adidas knows exactly how to make soccer shoes i use those for indoor purposes and the kaiser for outdoor activities love them fit perfectly provide great grip but still allow you to move easily you can not be disappointed with adidas soccer shoes or any other soccer accessories from them dont expect those shoes to make you run faster than you actually can like some brands actually seem to sell theirs if you are looking for reliable great quality and high performance indoor soccer shoes those are perfect for,positif,0.961947322,"{'comfort': 'positive', 'quality': 'positive'}","['soccer', 'indoor', 'actually', 'make', 'accessories', 'kaiser', 'theirs', 'adidas', 'shoes', 'purposes']"
adidas,adidas Men's Samba Classic Soccer Shoe,Cristhian V.,5,5-Jun-22,affordable and stylish highly recommended if youre looking for something minimalistic with a twist,positif,0.922555923,"{'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['minimalistic', 'twist', 'affordable', 'highly', 'recommended', 'youre', 'stylish', 'looking']"
adidas,adidas Men's Samba Classic Soccer Shoe,SKY,5,28-Dec-22,love this,positif,0.963652194,"{'comfort': 'positive', 'quality': 'positive'}",['love']
adidas,adidas Men's Samba Classic Soccer Shoe,Don L,5,15-May-16,love the sambas in my experience these shoes take a day or two to get worn in but after that very comfortable and great for indoor the thing im not totally convinced on is the tongue sticks up a little high and can be a bit annoying rubbing against your shin doesnt really look good if folded down but luckily after a while you get used to it,positif,0.546310782,"{'comfort': 'positive', 'quality': 'positive'}","['shin', 'sticks', 'folded', 'convinced', 'indoor', 'luckily', 'sambas', 'rubbing', 'annoying', 'experience']"
adidas,adidas Men's Samba Classic Soccer Shoe,Altair,5,4-Jun-21,this is a perfect fit for me comfort and solid feel good quality and sure grip,positif,0.973450243,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['grip', 'solid', 'comfort', 'sure', 'feel', 'perfect', 'quality', 'good', 'fit']"
adidas,adidas Men's Samba Classic Soccer Shoe,Aaron A.,5,21-Sep-16,one of the best shoes ever made comfortable and fits as expected i will buy these as long as they make them they last very long too i just bought my second white pair after my first white pair of years finally came apart i would recommend this to anyone,positif,0.986629605,"{'comfort': 'positive', 'quality': 'positive'}","['long', 'white', 'pair', 'finally', 'best', 'apart', 'second', 'make', 'years', 'came']"
adidas,adidas Men's Samba Classic Soccer Shoe,bababooey,5,25-Jul-21,love them very comfortable and everyone compliments me on them,positif,0.985466361,"{'comfort': 'positive', 'quality': 'positive'}","['compliments', 'love', 'comfortable']"
adidas,adidas Men's Samba Classic Soccer Shoe,Daniel Bernardone,5,7-Jul-19,great shoe it ran a little bit large though its not necessarily worth going a half size down but something to keep in mind,positif,0.677545369,{'quality': 'positive'},"['necessarily', 'ran', 'mind', 'worth', 'large', 'going', 'half', 'bit', 'little', 'great']"
adidas,adidas Men's Samba Classic Soccer Shoe,Mikheil,5,19-Dec-20,fits good looks awesome i recomend it to everyone,positif,0.990114689,"{'design': 'positive', 'quality': 'positive'}","['recomend', 'awesome', 'looks', 'fits', 'good']"
adidas,adidas Men's Samba Classic Soccer Shoe,AbdelMalek Hammami,5,28-Dec-19,generally comfy looks good a bit too long tongue for the sambas but you can used to it,positif,0.834005892,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['generally', 'sambas', 'tongue', 'used', 'comfy', 'looks', 'long', 'bit', 'good']"
adidas,adidas Men's Samba Classic Soccer Shoe,Isaac Arriaga,5,15-Nov-20,nice classic style sambas love it,positif,0.972550869,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['sambas', 'classic', 'style', 'nice', 'love']"
adidas,adidas Men's Samba Classic Soccer Shoe,Jeff Fox,5,22-Jan-17,great shoes strange shipping though i got an email saying they had shipped that day less than minutes later i heard the door bell ring it was fedex with the shoes i though wow that was weird,neutral,0.445135564,"{'design': 'positive', 'quality': 'positive'}","['bell', 'fedex', 'ring', 'email', 'door', 'heard', 'wow', 'saying', 'minutes', 'shipped']"
adidas,adidas Men's Samba Classic Soccer Shoe,amber,5,14-Jan-20,exactly what my teen needed cant go wrong with a good samba,positif,0.806921482,"{'comfort': 'positive', 'quality': 'positive'}","['teen', 'samba', 'needed', 'exactly', 'wrong', 'good']"
adidas,adidas Men's Samba Classic Soccer Shoe,Patrick Lalone,5,12-Jul-19,best shoes will buy all colors no question feels great looks greatoh hot damn,positif,0.975073516,"{'comfort': 'positive', 'quality': 'positive'}","['greatoh', 'damn', 'question', 'hot', 'best', 'colors', 'feels', 'looks', 'buy', 'great']"
adidas,adidas Men's Samba Classic Soccer Shoe,Drew,5,17-Nov-14,since ordering these are pretty much all i wear theyre comfortable and work well with jeans and khakis i also really like the arch support these provide all in all a very comfortable shoe whose style has withstood the test of time,positif,0.975314856,"{'comfort': 'positive', 'quality': 'positive'}","['withstood', 'khakis', 'test', 'provide', 'jeans', 'ordering', 'comfortable', 'pretty', 'arch', 'work']"
adidas,adidas Men's Samba Classic Soccer Shoe,komos1,5,15-May-17,i accedently ordered a half size too large for my son so i am returning he has worn this exact style shoe for years always has a pair in his closet thus the stars,neutral,0.567680299,{'quality': 'positive'},"['accedently', 'closet', 'exact', 'returning', 'stars', 'large', 'son', 'years', 'worn', 'style']"
adidas,adidas Men's Samba Classic Soccer Shoe,7kidbiker,5,24-Mar-16,a very nice shoe at this price sharp and feel well made length is pretty good but it is a narrow shoe may stretch over time just dont know yet,positif,0.926762044,"{'price': 'positive', 'quality': 'positive'}","['sharp', 'stretch', 'length', 'shoe', 'know', 'pretty', 'feel', 'price', 'narrow', 'nice']"
adidas,adidas Men's Samba Classic Soccer Shoe,Adrian Venegas,5,7-Feb-13,at first was worried about fit but as i tried it on it was amazingly great snug fit needed a great price shoes for working out and these shoes will do the job since it is a flat shoe that will work great for it,positif,0.954410076,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['great', 'amazingly', 'worried', 'job', 'working', 'fit', 'snug', 'needed', 'flat', 'tried']"
adidas,adidas Men's Samba Classic Soccer Shoe,Rafael,5,24-May-16,they fit spot on perfect to my average shoe size so far no complains about them very comfortable and affordable as a running shoe definitely will buy again,positif,0.975375652,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['complains', 'average', 'affordable', 'spot', 'far', 'shoe', 'running', 'definitely', 'perfect', 'buy']"
adidas,adidas Men's Samba Classic Soccer Shoe,Jayceem,5,7-May-16,i bought these big because ive noticed that adidas runs up to sizes small in regards to width normally a e got these a little long but for cant beat it,neutral,0.456173927,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['regards', 'beat', 'noticed', 'runs', 'normally', 'width', 'sizes', 'adidas', 'long', 'ive']"
adidas,adidas Men's Samba Classic Soccer Shoe,Rynacc,5,26-May-20,samba always wins these are great,positif,0.981283486,"{'comfort': 'positive', 'quality': 'positive'}","['wins', 'samba', 'great']"
adidas,adidas Men's Samba Classic Soccer Shoe,Jess,5,21-Jan-21,liked everything about the shoe,positif,0.955292523,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['liked', 'shoe']"
adidas,adidas Men's Samba Classic Soccer Shoe,Jen B.,5,5-Aug-14,i bought these shoes for my boyfriend for his indoor soccer club he says that they fit as expected and are comfortable he would recommend this shoe to any indoor soccer player,positif,0.962726772,"{'comfort': 'positive', 'quality': 'positive'}","['soccer', 'indoor', 'player', 'club', 'boyfriend', 'says', 'expected', 'recommend', 'bought', 'fit']"
adidas,adidas Men's Samba Classic Soccer Shoe,Layla McCulloch,5,13-Feb-21,husband loves them,positif,0.888149917,"{'comfort': 'positive', 'quality': 'positive'}","['husband', 'loves']"
adidas,adidas Men's Samba Classic Soccer Shoe,Mizz Debow,5,18-Apr-16,really nice shoe fits my husbands feet nicely they look good on good quality very satisfied with my purchase,positif,0.987511158,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['husbands', 'nicely', 'good', 'satisfied', 'purchase', 'fits', 'nice', 'really', 'quality', 'feet']"
adidas,adidas Men's Samba Classic Soccer Shoe,Yoselin,5,10-Jul-19,box arrived damaged is the only negative feedback,negatif,0.903310657,"{'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['feedback', 'negative', 'damaged', 'arrived', 'box']"
