social_media_post_id,platform,post_date,post_text,engagement_count,reach_count,hashtags,trend_score,brand,collabs,collabs_status,jenis_konten
2605,Instagram,2024-09-22,"Central finally bag quite. Especially yourself white treatment right past.
Hotel wear wide fact growth kitchen here. Ever total watch member best.",64790,438141,"{#provide,#identify,#executive}",83.2,Puma,,,Image
2606,Instagram,2024-03-08,"Big at man position bed those. No today film.
Community service area how onto. He remember raise pattern short this start. Than seven than table report two game.",37954,250534,{#traditional},22.6,Puma,@Leonard Group,Ada,Video
2607,TikTok,2024-09-16,Environmental hand information some dream structure land. Carry keep after fund teach blood. Must change bed share. Control design their different employee picture.,66847,758987,"{#for,#raise}",11.7,Adidas,,,Video
2608,TikTok,2024-12-12,Decision plant than parent hard. Son nature meet huge mean. World money example late ever bag poor.,68948,662145,"{#green,#public,#even,#of}",75.8,Adidas,,,Image
2609,Instagram,2024-05-12,"Fine guy around issue. Experience speak better. Receive wife great left.
Offer fish return present try sometimes bar more. Again media she sister in send.",75555,980270,{#authority},85.5,Nike,,,Video
2610,TikTok,2024-03-08,"Career really away dinner try argue although budget. Subject arm feel also.
Include me customer with first word. Sound option hand agree together policy. Home air nothing court event some.",61187,400509,"{#treatment,#spring,#only,#hope,#approach}",79.0,Converse,,,Image
2611,TikTok,2024-11-19,Consumer fill business system though thank. Open affect number room writer your. Size change society black organization gun.,74076,824666,"{#other,#majority,#address}",86.4,Nike,,,Image
2612,TikTok,2024-03-19,"Fast seven line area. Teacher message industry war become process PM point.
Environment social minute huge over magazine man. Professional side wide drug.",20169,770671,"{#others,#ground,#four,#movie,#attention}",23.7,Reebok,@Oconnor-Boyd,Tidak Ada,Image
2613,Instagram,2024-04-22,"Choice friend us cell then drop. Pay perhaps whom look. Throughout second Republican environmental final.
Discover necessary writer forget. Situation quality home sell lead.",57530,317162,{#ok},64.4,Converse,@West and Sons,Ada,Video
2614,Instagram,2024-12-27,"Financial that quickly now store PM condition. Soon may per beyond listen task. Read purpose future course. Decide very will father official read.
Political back cut school serve land.",8695,606710,{#someone},1.5,Nike,,,Image
2615,Instagram,2024-09-12,Cut sport commercial woman authority. Worker ask between person. Player least once back factor medical tell. Experience actually decade defense chance.,30121,490114,"{#international,#all,#something,#bar,#authority}",13.3,Adidas,,,Video
2616,Instagram,2024-12-21,Son apply performance standard. Now move also. Long rather spend seem main page thing.,90573,836917,"{#prevent,#most}",18.2,Puma,,,Video
2672,TikTok,2024-01-30,"Receive where finally both. Either laugh strong behavior tend focus film.
Exist hear world sing brother still. Very exactly art manager fire environment pretty.",70528,929678,{#commercial},58.1,Converse,,,Video
2617,Instagram,2024-01-19,"Growth budget study offer arrive shoulder population.
Least me product central probably. Green appear often heavy significant ok cut. Energy media government tell Democrat know personal.",41713,974951,"{#card,#simply,#space,#beat}",57.0,Nike,,,Image
2618,TikTok,2024-09-07,"Yes summer city apply rest most relate. Drug notice line add myself view member.
Environmental rule arm decision. Popular party western end send.",78339,252856,"{#consider,#particularly,#throw,#newspaper,#call}",82.6,Puma,,,Image
2619,TikTok,2024-06-22,Rate establish exist war. Population second meet answer director others. Despite inside PM attention religious special movement PM.,87645,597867,"{#account,#modern,#right}",19.2,Converse,@Perez and Sons,Ada,Image
2620,TikTok,2025-01-05,"Tell coach pressure.
Cut involve line picture. Author growth soon may surface. Cultural side head best. Less among student.
Black suddenly central conference recent relationship former.",60376,253864,{#customer},3.5,Nike,"@Haley, Perkins and Smith",Ada,Image
2621,TikTok,2024-12-06,Run including such personal late position. Idea low create option reason population message.,2955,154038,"{#art,#sport,#vote}",87.1,Nike,,,Image
2622,Instagram,2024-05-12,"Notice campaign idea kid reveal. Shake wonder win industry pick say.
Notice pick watch reduce near maybe. Write boy past plan firm two time morning. Social test company determine traditional board.",17109,123828,{#education},36.7,Nike,@Jackson LLC,Ada,Video
2623,Instagram,2024-08-29,Note blue interview network indeed certainly. Model paper suggest Mrs. Continue present marriage check.,20119,100366,"{#kid,#most}",59.6,Reebok,,,Image
2624,TikTok,2024-10-16,"Conference might site include across and simply between. Police leg three computer method.
Coach his system consider. Various modern anyone another board. Hour behavior tree purpose condition.",92764,639442,"{#enough,#born}",47.8,Reebok,,,Video
2625,Instagram,2024-10-16,Toward power article body. Congress music force garden. He similar despite everyone follow. Increase space century turn difference memory various.,77981,841229,"{#audience,#side,#real}",45.3,Converse,,,Image
2626,Instagram,2024-09-16,Detail and design from. Spring carry anything medical young everything no. Culture choose close stock drop culture resource hundred.,95107,445270,"{#fast,#talk,#democratic,#market,#alone}",56.6,Adidas,,,Video
2627,TikTok,2024-02-15,Save few husband weight describe run. Once account beat thank sure.,65628,675160,{#student},88.0,Adidas,"@Stafford, Gonzalez and Young",Ada,Image
2628,Instagram,2024-10-04,"Power remain give popular. Spend check our everybody. Similar according when light all again morning.
Can place whether. Act PM movie billion.",96021,193989,"{#strategy,#issue,#sometimes,#detail,#behavior}",96.8,Nike,@Williamson Ltd,Ada,Video
2629,Instagram,2024-12-22,"Continue rest most of really civil. Key understand use rule.
Soldier their organization large sense sometimes wall. Ever believe serious my. Government interest art.",5603,980271,"{#scientist,#very,#drug,#western,#authority}",37.3,Nike,,,Image
2630,TikTok,2024-05-03,"Long catch myself.
Finally reach similar. Poor stop particularly across within order. Drop arm as no.",24479,975586,"{#great,#reach,#policy,#which}",67.7,Reebok,@Schneider-Powell,Ada,Video
2631,Instagram,2024-05-22,"Should wait sign movement effort. No describe price knowledge almost series work speech.
Here practice seat. Professional successful world that.",3140,487831,"{#without,#though,#attorney,#campaign,#TV}",48.2,Converse,,,Image
2632,Instagram,2024-02-01,Traditional forward hospital discuss player doctor campaign team. He wife gas could light ago. In state nothing score still fish among.,78081,600963,"{#benefit,#oil}",90.3,Converse,,,Video
2633,TikTok,2024-03-09,Hour shoulder actually clear who whom whom. Happen speech sure TV inside tell Democrat. Federal him interest.,89557,862062,"{#machine,#ahead}",27.4,Adidas,,,Image
2634,Instagram,2024-08-26,"Low performance animal. Popular lawyer whole only price now large arrive.
Through father design painting evening marriage. Party they inside measure church man radio under.",69963,436362,"{#deal,#teacher,#share,#now,#though}",89.2,Reebok,@Espinoza-Fletcher,Tidak Ada,Video
2635,Instagram,2024-12-18,"Nice full yeah though over form. Hair order memory major major.
Finish dream rest central boy through true operation. Occur pressure window. Ground capital fall wind financial significant.",80404,359884,"{#million,#edge,#above,#brother,#make}",11.5,Nike,,,Video
2636,TikTok,2024-09-23,"Energy help without itself.
Score each consumer style six. Write firm make indeed sing top.
Else foot mention upon. Unit hard machine. Pay later town citizen way thought.",45294,743846,"{#the,#it,#movement}",16.4,Adidas,,,Image
2637,TikTok,2024-01-23,"Man culture election contain. View course modern none positive probably. Anyone face result wonder keep product.
Usually thought interesting body draw best. Increase few administration thing.",8684,533523,"{#class,#until,#letter}",62.1,Nike,,,Image
2638,TikTok,2024-02-09,"Window doctor record yes program senior like. Reflect wonder bank reason paper professional.
Section cover stock new win property. Space son involve board.",93066,417961,"{#try,#store}",4.1,Puma,,,Video
2639,TikTok,2024-02-24,"Season evening machine often enjoy woman. Your sound or system senior future.
Him floor free hear near beautiful. Especially you page. Pattern short live skill.",63761,513463,{#free},19.5,Reebok,,,Image
2640,Instagram,2024-01-18,Do form morning traditional condition very subject car. As Congress model yet outside home may.,35953,676846,"{#week,#data,#fish,#help,#yard}",78.5,Converse,,,Video
2641,Instagram,2024-02-22,"Interview effect vote home. Discover fish ground.
Bed thus girl.
Career soldier natural never black discussion open. Most represent act daughter whom.
Might fact arrive bad write.",45357,469862,"{#hot,#decision}",76.5,Reebok,,,Image
2642,Instagram,2024-05-28,Choose move that order become early. At wish suggest above them. Interest risk decade series seven book.,87392,329110,"{#happen,#relationship,#wonder,#know,#success}",10.5,Converse,,,Image
2643,Instagram,2024-01-21,"Professional without the actually. Skin between material strong industry war.
Hear shoulder rate something. Prevent consider need manager institution.",33701,706769,"{#despite,#million,#save}",51.1,Converse,,,Image
2644,TikTok,2024-11-16,"So class occur. Fly house red newspaper race rest every consumer. Someone or force.
Course message system again life. Education item price Mrs.
Opportunity suffer camera. Story of about.",73267,570134,"{#game,#agree,#leg,#heavy}",2.0,Nike,"@Woods, Martinez and Moore",Ada,Image
2645,TikTok,2024-11-19,Free have shoulder action organization. Soldier at early late. Season hard any.,11117,726597,"{#plan,#within,#significant,#build,#management}",58.3,Puma,,,Video
2646,TikTok,2024-02-04,Public result blood state. Much the performance light indeed federal room relationship. Congress sell whole section baby area health.,60846,935182,"{#wall,#cell,#employee,#east,#green}",53.2,Nike,,,Video
2647,TikTok,2024-10-08,Guess short system identify born significant. War set attention. Whatever purpose who side bill animal lawyer.,69605,219395,"{#control,#even,#get}",28.7,Puma,,,Image
2648,Instagram,2024-08-28,"Movie resource garden for green head. Kitchen would hotel offer threat.
Position where compare list. Job civil adult history major nation both. Shoulder end artist billion Mrs these.",99043,273110,{#give},42.6,Reebok,,,Image
2649,Instagram,2024-10-19,Down three body age. Wide through region create feel.,49812,639510,"{#tax,#look,#control,#produce}",98.7,Reebok,@Lee-Miller,Ada,Video
2650,TikTok,2024-01-24,Same lot edge should available. Wind paper even relationship. Usually physical radio through east than.,9647,803967,"{#manage,#floor,#kind}",5.6,Adidas,,,Image
2651,TikTok,2024-05-16,"Character treat blue head. Baby natural century security community.
Family brother travel fast. Development cell behavior discussion speak detail relationship.",79308,890736,"{#maybe,#play,#economy}",37.9,Reebok,,,Image
2652,TikTok,2024-07-20,"Skin before open why choose PM recent. Kind quality well start.
Else turn kind open admit can yet as. Pull whether tend glass. Seek certain be actually Democrat early.",36671,454448,"{#but,#raise,#break,#head,#mean}",66.1,Adidas,,,Image
